userName,content,score,thumbsUpCount,reviewCreatedVersion,at,cleaned_content,sentiment_score,sentiment_label,review_length
Aal Mohaymin,lt's very good apps for wrong person.,5,0,6.27.4,2025-04-27 15:34:43,lts very good apps for wrong person,0.4005,positive,7
Nazin,متاسفانه پولی شده... قبلا رایگان بود,1,0,,2025-04-27 15:34:23,,0.0,neutral,0
Laura Awad,excellent,5,0,6.27.4,2025-04-27 15:33:46,excellent,0.5719,positive,1
Chris “Red”,"Everything was going great until it started asking me to speak into the microphone. It tries to listen for less than a quarter second before saying I'm doing it wrong. I can't think of anything worse for trying to learn to speak a language than being interrupted after half a syllable to be told you are doing it wrong. I know it's an error, but it has murdered my confidence. I no longer want to speak aloud in any language including my own .. I want to die now",2,0,6.27.4,2025-04-27 15:33:35,everything was going great until it started asking me to speak into the microphone it tries to listen for less than a quarter second before saying im doing it wrong i cant think of anything worse for trying to learn to speak a language than being interrupted after half a syllable to be told you are doing it wrong i know its an error but it has murdered my confidence i no longer want to speak aloud in any language including my own i want to die now,-0.9319,negative,88
S C,can we have some warning the next time you update and completely change a course?,1,1,6.27.4,2025-04-27 15:32:50,can we have some warning the next time you update and completely change a course,-0.34,negative,15
Malik Sami Ullah,I Love Duolingo Application All Language Learning So Easy Grazie Mille 😘,5,0,6.27.4,2025-04-27 15:31:54,i love duolingo application all language learning so easy grazie mille,0.8377,positive,11
Oussama Jannat,"very good to use and easy,like a fun game! the best app for learning languages.",3,0,5.121.10,2025-04-27 15:31:41,very good to use and easylike a fun game the best app for learning languages,0.8932,positive,15
Rachael,"Duolingo is truly fantastic. It will teach you conversational language pretty quickly if you actually put in the time. Only issue I have is that if you're a very quick learner like I am and you blow through lessons fast as lightning, you will CONSTANTLY see ads.",5,0,6.27.4,2025-04-27 15:31:05,duolingo is truly fantastic it will teach you conversational language pretty quickly if you actually put in the time only issue i have is that if youre a very quick learner like i am and you blow through lessons fast as lightning you will constantly see ads,0.9093,positive,47
Apurba Paul Pritom,Chinese More section should be include along with history,5,0,6.27.4,2025-04-27 15:29:56,chinese more section should be include along with history,0.0,neutral,9
Blessing Okorie,this app is good it teaches even the particular language asset,5,0,6.27.3,2025-04-27 15:27:36,this app is good it teaches even the particular language asset,0.6597,positive,11
omnia soliman,برنامج مفيد جدا,4,0,6.27.4,2025-04-27 15:26:02,,0.0,neutral,0
Darren Laws,it's great but I'd love to review areas I am weak,4,0,6.27.4,2025-04-27 15:22:53,its great but id love to review areas i am weak,0.6705,positive,11
Jeremy Everman,there's a bug when you learn a new word after you go into your word menu of what's supposed to be all the words you've learned so far the new ones u learned r gone and that's really frustrating because sometimes I can't remember the words after the first time I practiced it,2,0,6.27.4,2025-04-27 15:21:57,theres a bug when you learn a new word after you go into your word menu of whats supposed to be all the words youve learned so far the new ones u learned r gone and thats really frustrating because sometimes i cant remember the words after the first time i practiced it,-0.4927,negative,53
Joe Campos,it is so amazing I've learned so much so if what learn a different language then try duoling,5,0,6.27.4,2025-04-27 15:17:58,it is so amazing ive learned so much so if what learn a different language then try duoling,0.7065,positive,18
Mohamed Besbas,thnx i do will because this app,5,0,6.27.4,2025-04-27 15:17:56,thnx i do will because this app,0.0,neutral,7
Ali Shaikh,very very very very very very very very nice,5,0,6.27.4,2025-04-27 15:16:07,very very very very very very very very nice,0.5625,positive,9
Elasha Starks,fun,5,0,6.27.4,2025-04-27 15:14:30,fun,0.5106,positive,1
TAHMID HASAN,keep practicing,4,0,6.27.4,2025-04-27 15:13:13,keep practicing,0.0,neutral,2
Linda Ikedife,sooooooo gooooodddd,5,0,6.27.4,2025-04-27 15:11:18,sooooooo gooooodddd,0.0,neutral,2
Seta_q,"PLEASE STOP changing courses (updating)! Everytime it happens, many new lessons get marked as learned even though they are totally new! and when I want to practice I have to already know words I haven't seen! It's really frustrating and keeps happening every single time",1,4,6.27.4,2025-04-27 15:08:19,please stop changing courses updating everytime it happens many new lessons get marked as learned even though they are totally new and when i want to practice i have to already know words i havent seen its really frustrating and keeps happening every single time,-0.4201,negative,45
Marriott Family,"I have the full paid version of this app for almost 2 years, with 580 day unbroken streak. I really gave this learning process a lot of effort. I used it to learn Finnish as I have immigrated to Finland. The app was very useful in the begin, but I have now completed the language course and it only allows for ""daily refresh"" sessions which are on loop. So my finnish has stopped progressing. So as a first casual language learning app it's okay, but if you want to progress, this app is limited.",3,0,,2025-04-27 15:06:37,i have the full paid version of this app for almost 2 years with 580 day unbroken streak i really gave this learning process a lot of effort i used it to learn finnish as i have immigrated to finland the app was very useful in the begin but i have now completed the language course and it only allows for daily refresh sessions which are on loop so my finnish has stopped progressing so as a first casual language learning app its okay but if you want to progress this app is limited,0.7574,positive,94
textie cupid,Duolingo is a very good app to learn a language. if you keep on playing it allows you to use super Duolingo without paying for a couple of days. am learning Japanese and it's going well. I love it. I will give it a 10/10,5,0,,2025-04-27 15:06:16,duolingo is a very good app to learn a language if you keep on playing it allows you to use super duolingo without paying for a couple of days am learning japanese and its going well i love it i will give it a 1010,0.9348,positive,45
charlotte ems,literelly great,5,0,,2025-04-27 15:03:39,literelly great,0.6249,positive,2
Abhijeet Rawat,great,5,0,6.27.4,2025-04-27 15:02:32,great,0.6249,positive,1
The_IRE_ Emeatzer,"Why is the Duolingo app telling me that I have to do a lesson offline, even though I'm connected to the WiFi? It's making me lose my streak freezes, and it is affecting my whole streak to the point where it can be lost forever.",2,0,6.27.4,2025-04-27 15:01:19,why is the duolingo app telling me that i have to do a lesson offline even though im connected to the wifi its making me lose my streak freezes and it is affecting my whole streak to the point where it can be lost forever,-0.6808,negative,45
sana javed,BEST FOR LEARNING AND PLAYING FOR BOREDOM 😁,5,0,6.27.4,2025-04-27 15:00:02,best for learning and playing for boredom,0.5719,positive,7
Erfan,بی نظیره بی نظیر👌👌👌,5,0,6.27.4,2025-04-27 14:57:36,,0.0,neutral,0
Frhad Mstfh,i like it but the vioce is much harder i cant even speak im still saying the right one is still not working thats why i gave it stars bc i like the name And the game not super Duolingo bye yall:3,5,0,6.27.4,2025-04-27 14:56:26,i like it but the vioce is much harder i cant even speak im still saying the right one is still not working thats why i gave it stars bc i like the name and the game not super duolingo bye yall3,-0.0565,negative,42
Vojtěch Tůma,Fun way to learn a new language,5,0,6.27.4,2025-04-27 14:55:09,fun way to learn a new language,0.5106,positive,7
Shweta Chaudhary,good,5,0,6.25.4,2025-04-27 14:55:05,good,0.4404,positive,1
Sunny manikpuri,bahot must aap hai chote se lekar bado ke liye,5,0,6.27.4,2025-04-27 14:54:27,bahot must aap hai chote se lekar bado ke liye,0.0,neutral,10
uma maheswari,super,5,0,6.27.4,2025-04-27 14:54:21,super,0.5994,positive,1
Sonali Mondal,nice,5,0,6.27.4,2025-04-27 14:52:43,nice,0.4215,positive,1
Haris Kavazovic,Greta and usefful app,5,0,6.27.4,2025-04-27 14:51:54,greta and usefful app,0.0,neutral,4
Rabbany Rasikh,perfect app for learning English,5,0,6.27.4,2025-04-27 14:51:15,perfect app for learning english,0.5719,positive,5
Alix,Duo lingo is by far my favorite language learning application. It's simple and easy to learn from. 😌👌💯🙌☺️✨️,5,0,6.27.4,2025-04-27 14:50:41,duo lingo is by far my favorite language learning application its simple and easy to learn from,0.7096,positive,17
SEBASTIAN MWANGI,Great communication and easy pronouncing of words makes learning easier kudos,5,0,6.27.4,2025-04-27 14:50:39,great communication and easy pronouncing of words makes learning easier kudos,0.9201,positive,11
Shehzadi Baig,Best app for learning languages ITS EASY!,5,0,6.27.4,2025-04-27 14:49:49,best app for learning languages its easy,0.7964,positive,7
Pooja Vyas,good application,5,0,6.25.4,2025-04-27 14:48:55,good application,0.4404,positive,2
NTRッ MUSIC AK,nice,5,0,6.27.4,2025-04-27 14:48:18,nice,0.4215,positive,1
